# 20260801_1132_precise_history
# 服务器地址	状态	有效次数	无效次数
106.45.14.245:4001	无效	0	88
106.45.14.245:4002	无效	0	88
106.45.15.115:4001	无效	0	88
113.218.137.181:7000	无效	0	88
113.218.210.201:20000	无效	0	88
113.219.36.1:8887	无效	0	88
113.219.37.1:8887	无效	0	88
113.219.37.233:8887	无效	0	88
113.219.38.1:8887	无效	0	88
113.219.39.1:8887	无效	0	88
113.219.39.20:8887	无效	0	88
113.219.41.1:8887	无效	0	88
113.221.58.139:8623	无效	0	83
113.223.24.49:9000	无效	0	88
113.223.24.7:9000	无效	0	88
113.223.25.111:9000	无效	0	88
113.223.25.76:9000	无效	0	88
113.223.26.192:9000	无效	0	88
113.223.26.206:4022	无效	0	88
113.223.26.30:4200	无效	0	88
113.223.26.30:9000	无效	0	88
113.223.27.156:4200	无效	0	88
113.223.27.159:9000	无效	0	88
113.223.27.232:4022	无效	0	88
113.223.27.55:9000	无效	0	88
118.248.155.1:8889	无效	0	88
118.248.155.66:8889	无效	0	88
118.248.156.1:8889	无效	0	88
118.248.159.1:8889	无效	0	88
118.248.195.161:8889	无效	0	88
118.248.195.189:8889	无效	0	88
118.248.195.1:8889	无效	0	88
118.248.201.132:8889	无效	0	88
118.248.201.1:8889	无效	0	88
118.248.219.131:18888	无效	0	88
118.249.23.179:7000	无效	0	88
118.249.231.130:8888	无效	0	88
118.250.109.168:999	无效	0	88
118.250.36.11:8888	无效	0	88
118.250.37.157:8888	无效	0	88
118.251.16.1:8188	无效	0	88
118.251.16.206:8188	无效	0	88
118.251.17.185:82	无效	0	88
118.251.17.1:8188	无效	0	88
118.251.17.218:82	无效	0	88
118.251.18.138:8188	无效	0	88
118.251.18.146:8188	无效	0	88
118.251.18.165:82	无效	0	88
118.251.18.192:82	无效	0	88
118.251.18.1:8188	无效	0	88
118.251.18.208:8188	无效	0	88
118.251.18.81:8188	无效	0	88
118.251.18.94:8188	无效	0	88
118.251.19.14:82	无效	0	88
118.251.19.1:8188	无效	0	88
118.251.62.196:8888	无效	0	88
118.251.62.91:8888	无效	0	88
118.251.63.11:8888	无效	0	88
118.251.96.1:8188	无效	0	88
118.251.96.200:8188	无效	0	88
118.251.97.130:82	无效	0	88
118.251.97.1:8188	无效	0	88
118.251.97.203:8888	无效	0	88
118.251.97.221:8888	无效	0	88
118.251.98.1:8188	无效	0	88
118.251.98.20:8188	无效	0	88
118.254.158.55:8888	无效	0	88
175.0.102.162:8888	无效	0	88
175.0.102.177:8888	无效	0	88
175.0.104.143:8888	无效	0	88
175.0.110.75:8888	无效	0	88
175.0.237.69:8888	无效	0	88
175.0.64.151:8989	无效	0	88
175.0.64.151:9999	无效	0	88
175.0.64.201:7000	无效	0	88
175.0.64.202:9999	无效	0	88
175.0.64.9:9999	无效	0	88
175.0.65.210:8989	无效	0	88
175.0.65.234:8888	无效	0	88
175.0.65.247:8188	无效	0	88
175.0.67.185:9999	无效	0	88
175.0.68.171:4000	无效	0	88
175.0.68.246:4022	无效	0	88
175.0.69.132:9999	无效	0	88
175.0.69.136:8888	无效	0	88
175.0.69.211:8989	无效	0	88
175.0.69.64:8888	无效	0	88
175.0.71.120:9999	无效	0	88
175.0.71.13:8989	无效	0	88
175.0.71.13:9999	无效	0	88
175.0.71.6:8888	无效	0	63
175.0.71.8:4022	无效	0	88
175.0.73.141:7000	无效	0	88
175.0.73.160:4022	无效	0	88
175.0.73.68:8888	无效	0	88
175.0.74.138:20000	无效	0	88
175.0.74.226:7000	无效	0	88
175.0.74.235:7000	无效	0	88
175.0.75.25:7000	无效	0	88
175.0.75.48:7000	无效	0	88
175.0.78.143:8888	无效	0	88
175.0.78.181:7000	无效	0	88
175.10.10.150:5555	无效	0	88
175.10.11.12:5555	无效	0	88
175.10.11.88:5555	无效	0	88
175.10.19.147:1688	无效	0	88
175.10.199.108:8888	无效	0	88
175.10.41.161:8888	无效	0	88
175.10.44.1:8177	无效	0	88
175.10.45.1:8177	无效	0	88
175.10.45.94:8177	无效	0	88
175.10.46.1:8177	无效	0	88
175.10.47.1:8177	无效	0	88
175.10.72.197:20000	无效	0	88
175.10.75.145:20000	无效	0	88
175.10.8.17:5555	无效	0	88
175.10.8.41:5555	无效	0	88
175.10.8.8:5555	无效	0	88
175.10.9.197:5555	无效	0	88
175.11.132.47:4022	无效	0	88
175.11.135.96:4022	无效	0	88
175.11.171.151:4022	无效	0	88
175.15.56.11:4022	无效	0	88
175.15.56.1:4022	无效	0	88
175.15.57.1:4022	无效	0	88
175.15.58.1:4022	无效	0	88
175.15.59.1:4022	无效	0	88
175.8.128.109:4000	无效	0	88
175.8.128.1:4000	无效	0	88
175.8.128.80:4000	无效	0	88
175.8.129.116:4000	无效	0	88
175.8.129.137:4000	无效	0	88
175.8.129.149:4000	无效	0	88
175.8.129.175:4000	无效	0	88
175.8.129.1:4000	无效	0	88
175.8.130.159:4000	无效	0	88
175.8.130.1:4000	无效	0	88
175.8.131.1:4000	无效	0	88
175.8.180.108:7878	无效	0	88
175.8.180.16:7878	无效	0	82
175.8.180.1:7878	无效	0	88
175.8.180.255:7878	无效	0	88
175.8.180.60:7878	无效	0	88
175.8.180.87:7878	无效	0	88
175.8.181.1:7878	无效	0	88
